,current_day,cloud,temp_max,temp_min
365,2020-1-1,mostly sunny,15°,3°
366,2020-1-2,mostly sunny,15°,4°
367,2020-1-3,mostly sunny,14°,5°
368,2020-1-4,mostly sunny,17°,5°
369,2020-1-5,mostly sunny,17°,3°
370,2020-1-6,mostly sunny,15°,4°
371,2020-1-7,mostly sunny,14°,5°
372,2020-1-8,mostly sunny,18°,4°
373,2020-1-9,mostly sunny,15°,2°
374,2020-1-10,cloudy,10°,2°
375,2020-1-11,mostly sunny,17°,6°
376,2020-1-12,mostly sunny,17°,3°
377,2020-1-13,mostly cloudy,15°,4°
378,2020-1-14,cloudy,16°,4°
379,2020-1-15,cloudy,13°,6°
380,2020-1-16,mostly sunny,15°,4°
381,2020-1-17,cloudy,12°,6°
382,2020-1-18,mostly sunny,14°,4°
383,2020-1-19,mostly sunny,14°,3°
384,2020-1-20,cloudy,13°,5°
385,2020-1-21,cloudy,15°,8°
386,2020-1-22,mostly sunny,16°,6°
387,2020-1-23,cloudy,16°,6°
388,2020-1-24,cloudy,14°,7°
389,2020-1-25,cloudy,15°,8°
390,2020-1-26,mostly sunny,15°,6°
391,2020-1-27,mostly sunny,15°,4°
392,2020-1-28,mostly sunny,16°,7°
393,2020-1-29,mostly sunny,18°,7°
394,2020-1-30,mostly sunny,15°,3°
395,2020-1-31,cloudy,16°,6°
396,2020-2-1,cloudy,17°,8°
397,2020-2-2,mostly sunny,22°,7°
398,2020-2-3,mostly sunny,18°,8°
399,2020-2-4,mostly sunny,21°,7°
400,2020-2-5,mostly sunny,18°,3°
401,2020-2-6,mostly sunny,15°,3°
402,2020-2-7,mostly sunny,16°,1°
403,2020-2-8,cloudy,15°,4°
404,2020-2-9,mostly sunny,15°,4°
405,2020-2-10,mostly sunny,22°,7°
406,2020-2-11,mostly sunny,20°,14°
407,2020-2-12,mostly sunny,18°,5°
408,2020-2-13,mostly sunny,17°,2°
409,2020-2-14,mostly sunny,17°,6°
410,2020-2-15,mostly sunny,16°,4°
411,2020-2-16,cloudy,15°,4°
412,2020-2-17,cloudy,16°,8°
413,2020-2-18,mostly sunny,19°,7°
414,2020-2-19,mostly sunny,16°,4°
415,2020-2-20,mostly sunny,17°,4°
416,2020-2-21,mostly sunny,16°,4°
417,2020-2-22,mostly sunny,16°,6°
418,2020-2-23,mostly sunny,16°,5°
419,2020-2-24,mostly sunny,16°,5°
420,2020-2-25,mostly sunny,20°,6°
421,2020-2-26,mostly sunny,15°,7°
422,2020-2-27,mostly sunny,16°,2°
423,2020-2-28,mostly sunny,16°,5°
424,2020-2-29,cloudy,13°,5°
425,2020-3-1,cloudy,17°,10°
426,2020-3-2,heavy rain,16°,9°
427,2020-3-3,mostly sunny,18°,6°
428,2020-3-4,mostly sunny,15°,3°
429,2020-3-5,cloudy,11°,4°
430,2020-3-6,mostly sunny,18°,7°
431,2020-3-7,mostly sunny,19°,3°
432,2020-3-8,mostly sunny,16°,4°
433,2020-3-9,mostly sunny,15°,6°
434,2020-3-10,mostly sunny,17°,4°
435,2020-3-11,mostly sunny,17°,6°
436,2020-3-12,cloudy,16°,12°
437,2020-3-13,cloudy,15°,12°
438,2020-3-14,mostly sunny,19°,9°
439,2020-3-15,mostly sunny,17°,7°
440,2020-3-16,mostly sunny,17°,4°
441,2020-3-17,mostly sunny,18°,7°
442,2020-3-18,mostly sunny,18°,5°
443,2020-3-19,mostly sunny,20°,6°
444,2020-3-20,mostly sunny,17°,7°
445,2020-3-21,mostly sunny,17°,6°
446,2020-3-22,mostly sunny,17°,6°
447,2020-3-23,cloudy,15°,7°
448,2020-3-24,cloudy,11°,2°
449,2020-3-25,cloudy,12°,1°
450,2020-3-26,mostly sunny,12°,-1°
451,2020-3-27,cloudy,18°,7°
452,2020-3-28,mostly sunny,18°,8°
453,2020-3-29,mostly sunny,17°,6°
454,2020-3-30,mostly cloudy,16°,9°
455,2020-3-31,cloudy,13°,8°
456,2020-4-1,cloudy,13°,9°
457,2020-4-2,mostly sunny,14°,3°
458,2020-4-3,mostly sunny,16°,2°
459,2020-4-4,mostly sunny,19°,5°
460,2020-4-5,mostly sunny,20°,6°
461,2020-4-6,mostly sunny,21°,6°
462,2020-4-7,mostly sunny,22°,7°
463,2020-4-8,mostly sunny,21°,6°
464,2020-4-9,mostly sunny,21°,6°
465,2020-4-10,mostly sunny,20°,6°
466,2020-4-11,mostly sunny,24°,7°
467,2020-4-12,mostly sunny,19°,5°
468,2020-4-13,mostly sunny,20°,8°
469,2020-4-14,mostly sunny,19°,12°
470,2020-4-15,mostly sunny,18°,10°
471,2020-4-16,mostly sunny,20°,7°
472,2020-4-17,mostly sunny,19°,7°
473,2020-4-18,cloudy,20°,11°
474,2020-4-19,scattered showers,16°,13°
475,2020-4-20,scattered showers,16°,14°
476,2020-4-21,cloudy,19°,13°
477,2020-4-22,cloudy,21°,13°
478,2020-4-23,mostly sunny,22°,9°
479,2020-4-24,mostly sunny,23°,9°
480,2020-4-25,mostly sunny,20°,10°
481,2020-4-26,mostly sunny,19°,12°
482,2020-4-27,mostly sunny,19°,11°
483,2020-4-28,cloudy,20°,14°
484,2020-4-29,mostly sunny,24°,12°
485,2020-4-30,mostly sunny,19°,11°
486,2020-5-1,mostly sunny,24°,15°
487,2020-5-2,mostly sunny,29°,18°
488,2020-5-3,mostly sunny,23°,15°
489,2020-5-4,mostly sunny,22°,12°
490,2020-5-5,mostly sunny,23°,11°
491,2020-5-6,cloudy,21°,17°
492,2020-5-7,mostly sunny,23°,13°
493,2020-5-8,mostly sunny,24°,12°
494,2020-5-9,mostly sunny,22°,10°
495,2020-5-10,cloudy,20°,13°
496,2020-5-11,cloudy,18°,13°
497,2020-5-12,mostly sunny,22°,11°
498,2020-5-13,cloudy,22°,15°
499,2020-5-14,cloudy,23°,15°
500,2020-5-15,mostly sunny,23°,14°
501,2020-5-16,mostly sunny,22°,15°
502,2020-5-17,cloudy,21°,14°
503,2020-5-18,mostly sunny,28°,13°
504,2020-5-19,mostly sunny,27°,16°
505,2020-5-20,mostly sunny,27°,15°
506,2020-5-21,mostly sunny,25°,15°
507,2020-5-22,mostly sunny,24°,15°
508,2020-5-23,mostly sunny,28°,15°
509,2020-5-24,mostly sunny,25°,17°
510,2020-5-25,mostly sunny,25°,15°
511,2020-5-26,mostly sunny,26°,14°
512,2020-5-27,cloudy,24°,15°
513,2020-5-28,mostly sunny,22°,12°
514,2020-5-29,cloudy,20°,14°
515,2020-5-30,mostly sunny,22°,11°
516,2020-5-31,mostly sunny,22°,12°
517,2020-6-1,mostly sunny,24°,13°
518,2020-6-2,mostly sunny,27°,16°
519,2020-6-3,mostly sunny,25°,15°
520,2020-6-4,cloudy,20°,16°
521,2020-6-5,mostly sunny,26°,13°
522,2020-6-6,mostly sunny,24°,13°
523,2020-6-7,mostly sunny,24°,16°
524,2020-6-8,cloudy,24°,15°
525,2020-6-9,mostly cloudy,23°,15°
526,2020-6-10,mostly sunny,21°,12°
527,2020-6-11,mostly sunny,22°,12°
528,2020-6-12,cloudy,23°,17°
529,2020-6-13,cloudy,22°,16°
530,2020-6-14,mostly sunny,23°,12°
531,2020-6-15,mostly sunny,23°,14°
532,2020-6-16,mostly sunny,25°,16°
533,2020-6-17,mostly sunny,28°,16°
534,2020-6-18,mostly sunny,27°,14°
535,2020-6-19,mostly sunny,25°,15°
536,2020-6-20,mostly sunny,25°,15°
537,2020-6-21,mostly sunny,26°,15°
538,2020-6-22,mostly sunny,31°,17°
539,2020-6-23,mostly sunny,28°,17°
540,2020-6-24,mostly sunny,28°,17°
541,2020-6-25,mostly sunny,26°,17°
542,2020-6-26,mostly sunny,26°,17°
543,2020-6-27,mostly sunny,28°,18°
544,2020-6-28,mostly sunny,27°,17°
545,2020-6-29,mostly sunny,35°,19°
546,2020-6-30,mostly sunny,27°,21°
547,2020-7-1,cloudy,26°,21°
548,2020-7-2,mostly sunny,27°,21°
549,2020-7-3,mostly sunny,28°,18°
550,2020-7-4,mostly sunny,30°,18°
551,2020-7-5,mostly sunny,29°,17°
552,2020-7-6,mostly sunny,28°,18°
553,2020-7-7,mostly sunny,30°,20°
554,2020-7-8,mostly sunny,28°,19°
555,2020-7-9,mostly sunny,28°,18°
556,2020-7-10,mostly sunny,28°,18°
557,2020-7-11,mostly sunny,28°,20°
558,2020-7-12,mostly sunny,29°,23°
559,2020-7-13,mostly sunny,28°,20°
560,2020-7-14,mostly sunny,28°,19°
561,2020-7-15,mostly sunny,27°,17°
562,2020-7-16,mostly sunny,28°,18°
563,2020-7-17,mostly sunny,27°,18°
564,2020-7-18,mostly cloudy,27°,19°
565,2020-7-19,mostly sunny,28°,21°
566,2020-7-20,mostly sunny,28°,20°
567,2020-7-21,mostly sunny,28°,20°
568,2020-7-22,mostly sunny,28°,20°
569,2020-7-23,mostly sunny,29°,21°
570,2020-7-24,mostly sunny,36°,22°
571,2020-7-25,mostly sunny,29°,17°
572,2020-7-26,mostly sunny,29°,18°
573,2020-7-27,mostly sunny,29°,20°
574,2020-7-28,mostly sunny,29°,20°
575,2020-7-29,mostly sunny,29°,21°
576,2020-7-30,mostly sunny,30°,21°
577,2020-7-31,mostly sunny,30°,22°
578,2020-8-1,mostly sunny,30°,20°
579,2020-8-2,mostly sunny,31°,22°
580,2020-8-3,mostly sunny,33°,23°
581,2020-8-4,mostly sunny,30°,18°
582,2020-8-5,mostly sunny,29°,17°
583,2020-8-6,mostly sunny,29°,17°
584,2020-8-7,mostly sunny,31°,19°
585,2020-8-8,mostly sunny,31°,20°
586,2020-8-9,mostly sunny,32°,21°
587,2020-8-10,mostly sunny,31°,21°
588,2020-8-11,mostly sunny,30°,21°
589,2020-8-12,mostly sunny,30°,20°
590,2020-8-13,mostly sunny,30°,21°
591,2020-8-14,mostly sunny,29°,20°
592,2020-8-15,mostly sunny,29°,21°
593,2020-8-16,mostly sunny,29°,21°
594,2020-8-17,mostly sunny,34°,20°
595,2020-8-18,mostly sunny,30°,21°
596,2020-8-19,mostly sunny,29°,19°
597,2020-8-20,mostly sunny,28°,20°
598,2020-8-21,mostly sunny,30°,19°
599,2020-8-22,mostly sunny,29°,19°
600,2020-8-23,mostly sunny,30°,21°
601,2020-8-24,mostly sunny,29°,20°
602,2020-8-25,mostly sunny,21°,18°
603,2020-8-26,mostly sunny,30°,21°
604,2020-8-27,mostly sunny,29°,20°
605,2020-8-28,mostly sunny,28°,20°
606,2020-8-29,cloudy,27°,19°
607,2020-8-30,mostly sunny,29°,18°
608,2020-8-31,mostly sunny,25°,14°
609,2020-9-1,mostly sunny,25°,13°
610,2020-9-2,mostly sunny,25°,16°
611,2020-9-3,mostly sunny,26°,15°
612,2020-9-4,mostly sunny,27°,16°
613,2020-9-5,mostly sunny,31°,15°
614,2020-9-6,mostly sunny,27°,16°
615,2020-9-7,mostly sunny,27°,18°
616,2020-9-8,mostly sunny,30°,17°
617,2020-9-9,cloudy,28°,19°
618,2020-9-10,cloudy,27°,19°
619,2020-9-11,cloudy,27°,19°
620,2020-9-12,mostly sunny,29°,18°
621,2020-9-13,mostly sunny,30°,19°
622,2020-9-14,mostly sunny,31°,19°
623,2020-9-15,mostly sunny,30°,19°
624,2020-9-16,mostly sunny,28°,18°
625,2020-9-17,mostly sunny,29°,18°
626,2020-9-18,mostly sunny,30°,18°
627,2020-9-19,mostly sunny,29°,19°
628,2020-9-20,cloudy,25°,19°
629,2020-9-21,mostly sunny,25°,18°
630,2020-9-22,cloudy,22°,17°
631,2020-9-23,mostly sunny,28°,15°
632,2020-9-24,mostly sunny,26°,17°
633,2020-9-25,mostly sunny,22°,15°
634,2020-9-26,mostly sunny,23°,11°
635,2020-9-27,mostly sunny,20°,7°
636,2020-9-28,mostly sunny,21°,9°
637,2020-9-29,mostly sunny,22°,11°
638,2020-9-30,mostly sunny,23°,13°
639,2020-10-1,mostly sunny,25°,11°
640,2020-10-2,cloudy,22°,17°
641,2020-10-3,mostly sunny,20°,11°
642,2020-10-4,mostly cloudy,17°,14°
643,2020-10-5,mostly sunny,22°,15°
644,2020-10-6,mostly sunny,21°,14°
645,2020-10-7,mostly sunny,25°,13°
646,2020-10-8,mostly sunny,23°,11°
647,2020-10-9,mostly sunny,21°,11°
648,2020-10-10,mostly sunny,21°,11°
649,2020-10-11,cloudy,19°,11°
650,2020-10-12,mostly sunny,21°,8°
651,2020-10-13,mostly sunny,20°,8°
652,2020-10-14,cloudy,19°,9°
653,2020-10-15,mostly sunny,18°,9°
654,2020-10-16,cloudy,18°,9°
655,2020-10-17,mostly sunny,18°,7°
656,2020-10-18,mostly cloudy,19°,9°
657,2020-10-19,mostly sunny,19°,9°
658,2020-10-20,mostly sunny,19°,9°
659,2020-10-21,mostly cloudy,21°,10°
660,2020-10-22,cloudy,22°,15°
661,2020-10-23,cloudy,19°,15°
662,2020-10-24,mostly sunny,20°,11°
663,2020-10-25,cloudy,21°,10°
664,2020-10-26,cloudy,19°,10°
665,2020-10-27,mostly sunny,19°,7°
666,2020-10-28,mostly sunny,20°,8°
667,2020-10-29,tornado,12°,12°
668,2020-10-30,mostly sunny,20°,10°
669,2020-10-31,cloudy,19°,13°
670,2020-11-1,cloudy,19°,12°
671,2020-11-2,cloudy,19°,12°
672,2020-11-3,cloudy,19°,15°
673,2020-11-4,cloudy,20°,13°
674,2020-11-5,mostly sunny,20°,11°
675,2020-11-6,mostly sunny,20°,11°
676,2020-11-7,mostly sunny,21°,10°
677,2020-11-8,scattered showers,14°,13°
678,2020-11-9,mostly sunny,16°,13°
679,2020-11-10,mostly sunny,19°,10°
680,2020-11-11,mostly sunny,19°,9°
681,2020-11-12,mostly sunny,20°,11°
682,2020-11-13,cloudy,19°,9°
683,2020-11-14,cloudy,19°,11°
684,2020-11-15,cloudy,19°,8°
685,2020-11-16,cloudy,18°,10°
686,2020-11-17,mostly sunny,20°,8°
687,2020-11-18,mostly sunny,18°,7°
688,2020-11-19,mostly sunny,19°,6°
689,2020-11-20,mostly sunny,18°,5°
690,2020-11-21,mostly sunny,16°,4°
691,2020-11-22,mostly sunny,15°,3°
692,2020-11-23,mostly sunny,15°,3°
693,2020-11-24,mostly sunny,17°,6°
694,2020-11-25,mostly sunny,16°,4°
695,2020-11-26,cloudy,16°,5°
696,2020-11-27,cloudy,17°,10°
697,2020-11-28,cloudy,17°,9°
698,2020-11-29,mostly sunny,17°,7°
699,2020-11-30,cloudy,16°,6°
700,2020-12-1,mostly sunny,15°,5°
701,2020-12-2,cloudy,12°,3°
702,2020-12-3,mostly sunny,13°,1°
703,2020-12-4,cloudy,11°,5°
704,2020-12-5,scattered showers,8°,4°
705,2020-12-6,mostly sunny,13°,2°
706,2020-12-7,mostly sunny,13°,5°
707,2020-12-8,cloudy,10°,4°
708,2020-12-9,mostly sunny,14°,3°
709,2020-12-10,mostly sunny,11°,1°
710,2020-12-11,scattered showers,10°,2°
711,2020-12-12,cloudy,13°,5°
712,2020-12-13,mostly sunny,15°,3°
713,2020-12-14,mostly sunny,16°,3°
714,2020-12-15,cloudy,13°,9°
715,2020-12-16,cloudy,15°,9°
716,2020-12-17,cloudy,15°,9°
717,2020-12-18,cloudy,15°,9°
718,2020-12-19,scattered showers,13°,9°
719,2020-12-20,scattered showers,12°,9°
720,2020-12-21,mostly sunny,16°,6°
721,2020-12-22,cloudy,16°,8°
722,2020-12-23,cloudy,17°,8°
723,2020-12-24,mostly sunny,17°,11°
724,2020-12-25,mostly sunny,13°,4°
725,2020-12-26,mostly sunny,13°,1°
726,2020-12-27,mostly sunny,11°,0°
727,2020-12-28,mostly sunny,12°,5°
728,2020-12-29,mostly sunny,13°,4°
729,2020-12-30,mostly sunny,13°,1°
730,2020-12-31,cloudy,10°,0°
